Date, Open, High, Low, Close, Volume
06/13/18, 44.35, 44.52, 44.1515, 44.18, 16745026
06/12/18, 44.13, 44.42, 44.075, 44.41, 8243317
06/11/18, 43.95, 44.245, 43.89, 44.13, 7526128
06/08/18, 43.57, 44.00, 43.56, 43.95, 12078768
06/07/18, 43.33, 43.73, 43.33, 43.44, 11948051
06/06/18, 43.06, 43.46, 43.04, 43.46, 9202924
06/05/18, 43.50, 43.54, 43.10, 43.11, 9975899
06/04/18, 43.36, 43.59, 43.29, 43.49, 11727577
06/01/18, 43.10, 43.32, 43.04, 43.12, 10664650
05/31/18, 43.20, 43.21, 42.68, 43.00, 15571263
05/30/18, 42.77, 43.28, 42.70, 43.13, 10114223
05/29/18, 42.12, 42.85, 42.10, 42.68, 14826877
05/25/18, 42.34, 42.58, 42.20, 42.40, 8806470
05/24/18, 42.40, 42.47, 42.185, 42.32, 9269609
05/23/18, 42.25, 42.45, 41.93, 42.40, 8971427
05/22/18, 42.50, 42.60, 42.205, 42.25, 8222864
05/21/18, 42.31, 42.52, 42.27, 42.41, 9110232
05/18/18, 42.30, 42.38, 42.08, 42.18, 11950173
05/17/18, 42.01, 42.35, 41.87, 42.30, 14857406
05/16/18, 41.74, 41.94, 41.54, 41.55, 11590491
05/15/18, 41.78, 41.92, 41.45, 41.72, 16449729
05/14/18, 42.25, 42.315, 41.90, 42.04, 10715475
05/11/18, 42.24, 42.47, 42.04, 42.14, 6331948
05/10/18, 41.99, 42.36, 41.94, 42.18, 7924184
05/09/18, 41.97, 42.23, 41.67, 41.78, 9295152
05/08/18, 41.97, 42.09, 41.69, 41.81, 15062159
05/07/18, 42.34, 42.49, 41.9642, 42.14, 9335968
05/04/18, 41.79, 42.50, 41.77, 42.36, 10946198
05/03/18, 42.22, 42.40, 41.52, 41.89, 18352236
05/02/18, 42.40, 42.585, 41.94, 42.06, 13736366
05/01/18, 42.96, 42.99, 42.18, 42.59, 11514189
04/30/18, 43.50, 43.69, 42.97, 43.21, 16037685
04/27/18, 42.73, 43.34, 42.71, 43.31, 9777912
04/26/18, 42.40, 43.10, 42.26, 42.75, 13560998
04/25/18, 42.74, 42.89, 41.905, 42.43, 20774725
04/24/18, 43.98, 44.10, 42.73, 43.07, 18523876
04/23/18, 43.74, 43.99, 43.56, 43.98, 11878473
04/20/18, 44.31, 44.41, 43.58, 43.74, 14690701
04/19/18, 44.34, 44.47, 44.015, 44.31, 10370411
04/18/18, 44.90, 44.97, 44.325, 44.51, 7429015
04/17/18, 44.95, 45.03, 44.65, 44.88, 8406404
04/16/18, 44.65, 44.89, 44.40, 44.68, 8962115
04/13/18, 44.19, 44.69, 44.14, 44.51, 10774160
04/12/18, 44.08, 44.405, 43.95, 44.03, 8476392
04/11/18, 43.81, 44.14, 43.76, 43.99, 8424265
04/10/18, 44.07, 44.18, 43.715, 43.99, 10687338
04/09/18, 44.03, 44.31, 43.78, 43.83, 11913408
04/06/18, 44.28, 44.52, 43.71, 43.92, 11495075
04/05/18, 44.28, 44.61, 43.94, 44.40, 11707816
04/04/18, 43.14, 44.40, 43.11, 44.24, 13563321
04/03/18, 42.98, 43.535, 42.84, 43.38, 15484644
04/02/18, 43.44, 43.50, 42.473, 42.67, 14207925
03/29/18, 43.54, 43.92, 43.29, 43.43, 10450497
03/28/18, 43.00, 43.70, 43.00, 43.32, 16277393
03/27/18, 42.70, 43.31, 42.525, 42.89, 11627041
03/26/18, 42.61, 42.8099, 42.25, 42.69, 11276082
03/23/18, 42.82, 43.1556, 42.29, 42.33, 13475205
03/22/18, 42.88, 43.365, 42.70, 42.76, 12274085
03/21/18, 43.13, 43.45, 42.79, 43.00, 13053980
03/20/18, 43.32, 43.48, 43.01, 43.16, 13559805
03/19/18, 43.46, 43.71, 43.175, 43.26, 12380290
03/16/18, 43.70, 44.02, 43.45, 43.46, 26603281
03/15/18, 43.88, 44.00, 43.55, 43.67, 12456712
03/14/18, 44.38, 44.43, 43.725, 43.78, 15321218
03/13/18, 44.67, 44.825, 44.40, 44.57, 11342136
03/12/18, 44.95, 45.09, 44.33, 44.53, 11857700
03/09/18, 44.57, 44.82, 44.39, 44.82, 9768451
03/08/18, 43.90, 44.46, 43.80, 44.45, 12361100
03/07/18, 43.59, 43.92, 43.47, 43.82, 10881683
03/06/18, 43.95, 44.05, 43.59, 43.93, 10010478
03/05/18, 43.57, 43.935, 43.50, 43.89, 11992712
03/02/18, 43.25, 43.80, 43.24, 43.72, 14050081
03/01/18, 43.10, 43.64, 42.82, 43.43, 17746825
02/28/18, 43.83, 43.91, 43.22, 43.22, 11929361
02/27/18, 44.15, 44.311, 43.62, 43.62, 12774392
02/26/18, 44.23, 44.39, 43.81, 44.03, 12713306
02/23/18, 43.58, 44.06, 43.42, 44.04, 8277178
02/22/18, 43.43, 43.82, 43.22, 43.52, 12377840
02/21/18, 44.11, 44.26, 43.33, 43.34, 12792902
02/20/18, 44.75, 44.83, 43.94, 43.99, 14137347
02/16/18, 45.57, 45.6401, 44.72, 44.98, 17202302
02/15/18, 44.25, 44.83, 44.12, 44.78, 13467318
02/14/18, 44.02, 44.19, 43.63, 44.10, 13457911
02/13/18, 43.92, 44.41, 43.69, 44.19, 13163196
02/12/18, 43.56, 44.23, 43.3721, 43.97, 14689026
02/09/18, 43.36, 43.46, 42.19, 43.13, 22853126
02/08/18, 44.62, 44.62, 43.07, 43.10, 23295329
02/07/18, 44.58, 45.495, 44.28, 44.56, 18041614
02/06/18, 43.87, 44.74, 43.44, 44.67, 25184306
02/05/18, 46.65, 46.92, 44.411, 44.89, 23261475
02/02/18, 47.35, 47.41, 46.63, 46.73, 12912307
02/01/18, 47.41, 47.73, 47.11, 47.45, 10279439
01/31/18, 47.45, 47.90, 47.37, 47.59, 10960082
01/30/18, 47.73, 48.16, 47.40, 47.41, 12404757
01/29/18, 48.21, 48.46, 47.575, 47.70, 11662632
01/26/18, 47.78, 48.615, 47.74, 48.53, 16671227
01/25/18, 47.70, 48.00, 47.70, 47.84, 11755001
01/24/18, 47.53, 47.95, 47.48, 47.83, 15964475
01/23/18, 47.21, 47.70, 47.13, 47.45, 11463742
01/22/18, 47.14, 47.50, 47.09, 47.38, 9577437
01/19/18, 46.99, 47.25, 46.87, 47.16, 16187425
01/18/18, 46.75, 47.07, 46.61, 46.88, 11952931
01/17/18, 46.58, 47.00, 46.55, 46.82, 12143081
01/16/18, 46.15, 46.62, 46.14, 46.53, 16459289
01/12/18, 46.28, 46.39, 46.03, 46.15, 14570149
01/11/18, 46.23, 46.23, 45.86, 46.04, 7583180
01/10/18, 46.23, 46.26, 45.93, 46.07, 10700671
01/09/18, 46.00, 46.36, 45.935, 46.23, 9962424
01/08/18, 45.95, 46.10, 45.88, 46.00, 7068611
01/05/18, 46.02, 46.20, 45.79, 46.07, 13113148
01/04/18, 45.56, 46.215, 45.45, 46.08, 12709370
01/03/18, 45.49, 45.69, 45.34, 45.44, 12635589
01/02/18, 45.91, 45.94, 45.505, 45.54, 10872178
