Date, Open, High, Low, Close, Volume
03/20/18, 307501, 308210, 305810, 307100, 180
03/19/18, 310400, 310513, 304100, 305980, 271
03/16/18, 313340, 313340, 309880, 310630, 240
03/15/18, 312501, 313950, 308000, 311601, 236
03/14/18, 315485, 315485, 309435, 310655, 314
03/13/18, 318020, 319860, 313395, 314039, 429
03/12/18, 319320, 320000, 317130, 317746, 343
03/09/18, 311540, 319780, 309355, 319600, 530
03/08/18, 306400, 310994, 305240, 307700, 259
03/07/18, 303900, 307560, 303430, 306756, 209
03/06/18, 307000, 307499, 304400, 307005, 182
03/05/18, 302000, 306499, 300240, 304500, 210
03/02/18, 300980, 303693, 299360, 303100, 319
03/01/18, 311000, 313000, 301405, 302946, 392
02/28/18, 316100, 317410, 310250, 310250, 314
02/27/18, 318150, 319500, 314345, 314345, 574
02/26/18, 311240, 316520, 308455, 316126, 839
02/23/18, 301860, 306400, 301425, 304020, 391
02/22/18, 302500, 305020, 300345, 301404, 315
02/21/18, 304470, 307770, 301240, 301530, 230
02/20/18, 305400, 306805, 303660, 304904, 232
02/16/18, 304650, 309590, 304650, 306000, 367
02/15/18, 303580, 305999, 301100, 305999, 256
02/14/18, 295960, 301180, 294458, 301005, 183
02/13/18, 296400, 298508, 294500, 297500, 308
02/12/18, 298100, 301020, 295000, 298940, 428
02/09/18, 293859, 296296, 285250, 294140, 907
02/08/18, 301190, 301190, 288000, 288000, 645
02/07/18, 304200, 306710, 301000, 301000, 524
02/06/18, 293150, 303431, 288540, 303000, 1177
02/05/18, 308500, 311850, 295000, 295600, 1023
02/02/18, 324351, 324380, 312030, 314340, 644
02/01/18, 322300, 326110, 322000, 325900, 452
01/31/18, 323000, 323500, 321010, 323375, 586
01/30/18, 322480, 324915, 322155, 323000, 862
01/29/18, 325650, 326350, 322910, 323500, 195
01/26/18, 323100, 325915, 323100, 325915, 370
01/25/18, 324600, 324600, 321520, 322850, 164
01/24/18, 323551, 325230, 322000, 323480, 333
01/23/18, 324500, 324619, 319393, 322885, 380
01/22/18, 320130, 324064, 320085, 324064, 372
01/19/18, 320800, 321000, 318191, 320238, 435
01/18/18, 324300, 324300, 319620, 320000, 617
01/17/18, 317800, 323630, 315561, 321469, 292
01/16/18, 319620, 321060, 313980, 315261, 540
01/12/18, 310100, 315390, 309910, 315225, 447
01/11/18, 309000, 310760, 308800, 309950, 433
01/10/18, 304625, 308600, 303930, 308350, 353
01/09/18, 305784, 306280, 303880, 304500, 625
01/08/18, 299500, 304530, 299500, 304180, 475
01/05/18, 302200, 302430, 297900, 301525, 308
01/04/18, 300450, 302980, 300000, 300516, 534
01/03/18, 296200, 299920, 295801, 299905, 187
01/02/18, 297400, 298000, 294000, 295755, 343
