Date, Open, High, Low, Close, Volume
08/17/18, 213.44, 217.95, 213.16, 217.58, 35426997
08/16/18, 211.75, 213.8121, 211.47, 213.32, 28500367
08/15/18, 209.22, 210.74, 208.33, 210.24, 28807564
08/14/18, 210.155, 210.56, 208.26, 209.75, 20748010
08/13/18, 207.70, 210.952, 207.70, 208.87, 25890880
08/10/18, 207.36, 209.10, 206.67, 207.53, 24611202
08/09/18, 207.28, 209.78, 207.20, 208.88, 23492626
08/08/18, 206.05, 207.81, 204.52, 207.25, 22525487
08/07/18, 209.32, 209.50, 206.76, 207.11, 25587387
08/06/18, 208.00, 209.25, 207.07, 209.07, 25425387
08/03/18, 207.03, 208.74, 205.4803, 207.99, 33447396
08/02/18, 200.58, 208.38, 200.35, 207.39, 62404012
08/01/18, 199.13, 201.76, 197.31, 201.50, 67935716
07/31/18, 190.30, 192.14, 189.34, 190.29, 39373038
07/30/18, 191.90, 192.20, 189.07, 189.91, 21029535
07/27/18, 194.99, 195.19, 190.10, 190.98, 24023972
07/26/18, 194.61, 195.96, 193.61, 194.21, 19075964
07/25/18, 193.0602, 194.85, 192.43, 194.82, 16826483
07/24/18, 192.45, 193.6601, 192.05, 193.00, 18697898
07/23/18, 190.68, 191.96, 189.56, 191.61, 15989365
07/20/18, 191.78, 192.43, 190.17, 191.44, 20706042
07/19/18, 189.69, 192.55, 189.69, 191.88, 20286752
07/18/18, 191.78, 191.80, 189.93, 190.40, 16393381
07/17/18, 189.75, 191.87, 189.20, 191.45, 15534523
07/16/18, 191.52, 192.65, 190.415, 190.91, 15043110
07/13/18, 191.08, 191.84, 190.90, 191.33, 12519792
07/12/18, 189.53, 191.41, 189.31, 191.03, 18041131
07/11/18, 188.50, 189.7799, 187.61, 187.88, 18831470
07/10/18, 190.71, 191.28, 190.1801, 190.35, 15939149
07/09/18, 189.50, 190.68, 189.30, 190.58, 19756634
07/06/18, 185.42, 188.434, 185.20, 187.97, 17485245
07/05/18, 185.26, 186.41, 184.28, 185.40, 16604248
07/03/18, 187.79, 187.95, 183.54, 183.92, 13954806
07/02/18, 183.82, 187.30, 183.42, 187.18, 17731343
06/29/18, 186.29, 187.19, 182.91, 185.11, 22737666
06/28/18, 184.10, 186.21, 183.80, 185.50, 17365235
06/27/18, 185.2278, 187.28, 184.03, 184.16, 25285328
06/26/18, 182.99, 186.53, 182.54, 184.43, 24569201
06/25/18, 183.40, 184.92, 180.73, 182.17, 31663096
06/22/18, 186.12, 186.15, 184.70, 184.92, 27200447
06/21/18, 187.25, 188.35, 184.94, 185.46, 25711898
06/20/18, 186.35, 187.20, 185.73, 186.50, 20628701
06/19/18, 185.14, 186.33, 183.45, 185.69, 33578455
06/18/18, 187.88, 189.22, 187.20, 188.74, 18484865
06/15/18, 190.03, 190.16, 188.26, 188.84, 61719160
06/14/18, 191.55, 191.57, 190.22, 190.80, 21610074
06/13/18, 192.42, 192.88, 190.44, 190.70, 21638393
06/12/18, 191.385, 192.611, 191.15, 192.28, 16911141
06/11/18, 191.35, 191.97, 190.21, 191.23, 18308460
06/08/18, 191.17, 192.00, 189.77, 191.70, 26656799
06/07/18, 194.14, 194.20, 192.335, 193.46, 21347180
06/06/18, 193.63, 194.08, 191.92, 193.98, 20933619
06/05/18, 193.065, 193.94, 192.36, 193.31, 21565963
06/04/18, 191.635, 193.42, 191.35, 191.83, 26266174
06/01/18, 187.9912, 190.26, 187.75, 190.24, 23442510
05/31/18, 187.22, 188.23, 186.14, 186.87, 27482793
05/30/18, 187.72, 188.00, 186.78, 187.50, 18690547
05/29/18, 187.60, 188.75, 186.87, 187.90, 22514075
05/25/18, 188.23, 189.65, 187.65, 188.58, 17460963
05/24/18, 188.77, 188.84, 186.21, 188.15, 23233975
05/23/18, 186.35, 188.50, 185.76, 188.36, 20058415
05/22/18, 188.375, 188.88, 186.78, 187.16, 15240704
05/21/18, 188.00, 189.27, 186.9106, 187.63, 18400787
05/18/18, 187.19, 187.8102, 186.13, 186.31, 18297728
05/17/18, 188.00, 188.91, 186.36, 186.99, 17294029
05/16/18, 186.07, 188.46, 186.00, 188.18, 19183064
05/15/18, 186.78, 187.07, 185.10, 186.44, 23695159
05/14/18, 189.01, 189.53, 187.86, 188.15, 20778772
05/11/18, 189.49, 190.06, 187.45, 188.59, 26212221
