Date, Open, High, Low, Close, Volume
03/28/18, 68.48, 69.04, 67.53, 68.26, 21711987
03/27/18, 70.24, 70.62, 67.61, 68.28, 21610765
03/26/18, 69.11, 70.01, 68.29, 69.78, 19156063
03/23/18, 70.32, 70.73, 67.75, 67.90, 31458884
03/22/18, 72.33, 72.479, 69.87, 70.31, 27652345
03/21/18, 73.18, 74.27, 72.69, 73.32, 16374654
03/20/18, 73.05, 73.53, 72.71, 72.92, 13113479
03/19/18, 73.47, 73.50, 71.92, 72.70, 15131387
03/16/18, 73.17, 74.14, 73.15, 73.47, 33033740
03/15/18, 73.78, 73.87, 73.01, 73.34, 13334033
03/14/18, 75.28, 75.29, 73.32, 73.47, 18485737
03/13/18, 76.14, 76.41, 74.655, 74.91, 12636587
03/12/18, 75.95, 76.53, 75.92, 76.02, 13398244
03/09/18, 74.95, 76.37, 74.60, 76.11, 15934175
03/08/18, 74.14, 74.23, 73.127, 74.11, 10878604
03/07/18, 73.18, 74.075, 72.86, 73.92, 14654894
03/06/18, 74.93, 74.99, 73.75, 74.06, 14891169
03/05/18, 73.07, 74.94, 72.70, 74.42, 16814605
03/02/18, 73.17, 73.87, 71.881, 73.68, 21061225
03/01/18, 75.50, 75.935, 73.20, 73.66, 23803242
02/28/18, 76.60, 77.13, 75.45, 75.49, 19329866
02/27/18, 77.52, 77.8752, 76.35, 76.38, 19977213
02/26/18, 77.23, 77.735, 76.72, 77.65, 17288327
02/23/18, 76.48, 77.11, 76.20, 77.08, 12481152
02/22/18, 77.28, 77.48, 75.94, 76.27, 16049529
02/21/18, 76.40, 78.42, 76.40, 77.00, 15888801
02/20/18, 76.64, 77.23, 76.087, 76.46, 12040858
02/16/18, 76.80, 77.37, 76.6133, 76.82, 11644917
02/15/18, 77.18, 77.46, 76.40, 77.08, 11066364
02/14/18, 75.03, 76.86, 74.73, 76.71, 16261319
02/13/18, 74.34, 75.375, 74.15, 75.18, 11749123
02/12/18, 74.47, 75.50, 73.97, 74.76, 16677666
02/09/18, 73.02, 74.28, 71.00, 73.68, 26616450
02/08/18, 75.07, 75.25, 71.80, 71.87, 24941084
02/07/18, 74.77, 76.075, 74.32, 74.99, 18908378
02/06/18, 71.52, 75.19, 71.15, 74.82, 32116677
02/05/18, 75.52, 77.225, 72.20, 73.27, 31087807
02/02/18, 78.65, 79.06, 76.88, 77.02, 18561206
02/01/18, 78.27, 79.23, 78.14, 79.20, 12437151
01/31/18, 78.78, 79.39, 78.19, 78.48, 16266280
01/30/18, 79.20, 79.60, 78.615, 78.62, 15816875
01/29/18, 80.12, 80.70, 79.83, 79.96, 14611142
01/26/18, 79.61, 80.08, 78.955, 80.08, 12807783
01/25/18, 79.85, 80.3901, 79.21, 79.44, 16178829
01/24/18, 78.96, 79.705, 78.66, 79.45, 18108648
01/23/18, 78.46, 78.885, 77.96, 78.55, 10080008
